           1           1  0.500000000      -7.03715533E-02 -0.500000000    
           1           2  0.500000000      -7.03715533E-02 -0.500000000    
           1           3  0.500000000      -7.03715533E-02 -0.500000000    
           1           4  0.500000000      -7.03715533E-02 -0.500000000    
           1           5  0.500000000      -7.03715533E-02 -0.500000000    
           1           6  0.500000000      -7.03715533E-02 -0.500000000    
           1           7  0.500000000      -7.03715533E-02 -0.500000000    
           1           8  0.500000000      -7.03715533E-02 -0.500000000    
           1           9  0.500000000      -7.03715533E-02 -0.500000000    
           1          10  0.500000000      -7.03715533E-02 -0.500000000    
           1          11  0.500000000      -7.03715533E-02 -0.500000000    
           1          12  0.500000000      -7.03715533E-02 -0.500000000    
           1          13  0.500000000      -7.03715533E-02 -0.500000000    
           1          14  0.500000000      -7.03715533E-02 -0.500000000    
           1          15  0.500000000      -7.03715533E-02 -0.500000000    
           1          16  0.500000000      -7.03715533E-02 -0.500000000    
           1          17  0.500000000      -7.03715533E-02 -0.500000000    
           1          18  0.500000000      -7.03715533E-02 -0.500000000    
           1          19  0.500000000      -7.03715533E-02 -0.500000000    
           1          20  0.500000000      -7.03715533E-02 -0.500000000    
           1          21  0.500000000      -7.03715533E-02 -0.500000000    
           1          22  0.500000000      -7.03715533E-02 -0.500000000    
           1          23  0.500000000      -7.03715533E-02 -0.500000000    
           1          24  0.500000000      -7.03715533E-02 -0.500000000    
           1          25  0.500000000      -7.03715533E-02 -0.500000000    
           1          26  0.500000000      -7.03715533E-02 -0.500000000    
           1          27  0.500000000      -7.03715533E-02 -0.500000000    
           1          28  0.500000000      -7.03715533E-02 -0.500000000    
           1          29  0.500000000      -7.03715533E-02 -0.500000000    
           1          30  0.500000000      -7.03715533E-02 -0.500000000    
           1          31  0.500000000      -7.03715533E-02 -0.500000000    
           1          32  0.500000000      -7.03715533E-02 -0.500000000    
           1          33  0.500000000      -7.03715533E-02 -0.500000000    
           2           1  0.500000000      -7.03715533E-02 -0.500000000    
           2           2  0.500000000      -7.03715533E-02 -0.500000000    
           2           3  0.500000000      -7.03715533E-02 -0.500000000    
           2           4  0.500000000      -7.03715533E-02 -0.500000000    
           2           5  0.500000000      -7.03715533E-02 -0.500000000    
           2           6  0.500000000      -7.03715533E-02 -0.500000000    
           2           7  0.500000000      -7.03715533E-02 -0.500000000    
           2           8  0.500000000      -7.03715533E-02 -0.500000000    
           2           9  0.500000000      -7.03715533E-02 -0.500000000    
